http://www.thedailystar.net/man-sister-held-over-rape-in-savar-1976721,2020-10-12 17:43:08+06:00,"Man, sister held over rape in Savar","Police arrested a man and his elder sister on charge of raping a 20-year-old girl in Ashulia of Savar.

The arrestees were identified as Mamun (30) and his sister Anjuara Begum (35). They hailed from Gaibandha.

Abdur Rashid, inspector (operation) of Ashulia Police Station, said they detained the duo late last night, hours after the victim filed a complaint with police.

This morning, the victim filed the case against the two with the police station and both were sent to a Dhaka court later in the day seeking five-day remand prayer for each, he added.

Quoting the victim and the case statement, the inspector said the victim, a resident of Netrakona, came to her sister's house at Ashulia's Narshighpur area for a job some days back.

On October 7, she was introduced to Anjuara in a bus. The latter then lured the victim to her house saying that she will arrange a job. As the girl went to Anjuara's rented house at Ashulia's Polashbari area, she proposed to arrange marriage with her brother Mamun.

On the night of October 8, Mamun with the help of Anjuara entered the room of the victim and raped her, the inspector said quoting the case statement.

Later, Anjuara and Mamun drove out the victim by giving her death threat and threatened her not to disclose the matter to anyone, according to the case statement."
http://www.thedailystar.net/city/news/dont-relocate-stray-dogs-until-further-hearing-petition-hc-dscc-1976713,2020-10-12 16:52:25+06:00,Don’t relocate stray dogs until further hearing on petition: HC to DSCC,"The High Court today asked the Dhaka South City Corporation (DSCC) not to continue relocation of stray dogs from its area until further hearing of the writ petition filed to this effect.

The HC bench of Justice Md Ashfaqul Islam and Justice Mohammad Ali kept the writ petition ""stand over"" (waiting for hearing) for a month, Saqeb Mahbub, a lawyer for the writ petitioners, told The Daily Star.

The court also asked Attorney General AM Amin Uddin to ensure that the stray dogs are not relocated until further hearing of the petition, he said.

The petitioners' lawyer said during hearing on the petition, Attorney General AM Amin Uddin told the HC that discussions on relocation of dogs among DSCC Mayor Sheikh Fazle Noor Taposh and the stakeholders are going on.

The attorney general said the DSCC mayor is now abroad and he will return after two weeks. The AG prayed to the HC to adjourn hearing of the writ petition.

ALSO READ: Jaya Ahsan, animal welfare orgs file petition with HC to stop DSCC's stray dog relocation

Lawyer Saqeb Mahbub said the attorney general assured the HC that the DSCC will not continue its move to relocate stray dogs during this period and he will inform the HC's verbal order to the DSCC authorities.

Attorney General Amin Uddin could not be reached instantly for his comments over phone.

Actress Jaya Ahsan and animal rights organisations -- Obhoyaronno and People for Animal Welfare -- submitted the writ petition as a public interest litigation to the HC on September 17, requesting it to stay the DSCC move to relocate stray dogs and dump them in the Matuail landfill."
http://www.thedailystar.net/city/news/two-accused-remanded-after-arrest-du-student-rape-case-1976709,2020-10-12 16:38:39+06:00,Two accused remanded after arrest in DU student rape case,"Two accused -- Saiful Islam and Nazmul Huda -- were placed on a two-day remand each after detectives arrested them in a case over rape of a Dhaka University student. The case was filed on September 20.

Saiful is the joint convener of Bangladesh Sadharan Chhatra Odhikar Sangrakkhan Parishad while Nazmul is vice-president of the platform.

They were arrested last night, Rajib Al Masud, deputy commissioner of Detective Branch of Police (Lalbagh Division), confirmed to The Daily Star today.

Dhaka Metropolitan Magistrate Morshed Al Mamun Bhuiyan granted the remand after DB Inspector Wahiduzzaman produced them before the court and sought seven-day remand for them.

On September 20, the victim filed the rape case against Saiful; Nazmul; former Ducsu VP Nurul Haque Nur; Hasan Al Mamun, suspended convener of Bangladesh Sadharan Chhatra Odhikar Sangrakkhan Parishad; Nazmul Hasan Sohag, joint convener of the platform; and DU student Abdullah Hil Baki with Lalbagh Police Station.

She filed the case with Kotwali Police Station against the six on September 21 under the Women and Children Repression Prevention Act.

On October 8, the DU student went on a hunger strike until death demanding the arrest of former Ducsu vice-president Nurul Haque Nur and five others in connection with a rape case."
http://www.thedailystar.net/unidentified-body-recovered-in-dhaka-hatirjheel-1976633,2020-10-12 11:54:41+06:00,Unidentified body recovered from Hatirjheel,"Police today recovered the body of an unidentified man from the waters of Dhaka's Hatirjheel area.

The body of the 30-35-year-old man was found around 7am floating on the water, said Sub-inspector Niyaj Uddin Molla of Hatirjheel Police Station.

""We found the body wrapped with polythene and net,"" the SI said, adding that the hands and legs were tied to the neck with rope.

The body was sent for autopsy. Further details regarding the victim could not be known immediately."
http://www.thedailystar.net/city/news/50-year-old-held-allegedly-trying-rape-5-year-old-rangpur-1976549,2020-10-12 01:04:34+06:00,50-year-old held for allegedly trying to rape 5-year-old in Rangpur,"Police have detained a 50-year-old man for allegedly trying to rape a five-year old girl in Rangpur city's Nilkantha area.

The detainee lured the girl to a flower nursery and tried to rape her on Sunday evening, Majnu Mia, sub-inspector of Kotwali Police Station under Rangpur Metropolitan Police, told The Daily Star quoting witnesses.

Hearing the girl's screams, locals rescued her and beat up the man, the SI said.

Police later detained him and took him to the police station, where he was being quizzed, the SI added.

No case has been filed in this connection till filing of this report around 11:00pm."
http://www.thedailystar.net/city/news/eunus-ali-akond-habitual-contemnor-he-should-retire-sc-1976397,2020-10-12 00:00:00+06:00,"Eunus Ali Akond a habitual contemnor, he should retire: SC","The Supreme Court yesterday said Md Eunus Ali Akond, a lawyer, is a habitual contemnor and he should go on retirement.

""Earlier the High Court had initiated contempt of court proceedings for three times against Eunus Ali Akond and fined him on different issues. The High Court, however excused him from the proceedings and therefore, he dared to make comments further tarnishing the judiciary. He is a habitual contemnor. He should now go on retirement,"" Chief Justice Syed Mahmud Hossain said.

The chief justice made the comment while presiding over a seven-member bench of the Appellate Division during virtually hearing a content of court rule issued against Akond on September 27 for posting three derogatory comments about the judiciary on his Facebook account.

The apex court fixed today for delivering verdict on the case.

During hearing, Akond appeared before the SC, and apologised and expressed grief for his comments. Senior lawyers and former presidents of the Supreme Court Bar Association Khandker Mahbub Hossain, Zainul Abedin said AJ Mohammad Ali, SCBA Secretary Ruhul Quddus Kazal its former president AM Mahbub Uddin Khokon appeared for Akond and requested the SC to pardon him.

Attorney General AM Amin Uddin represented the state.

On September 27, the Appellate Division issued the contempt of of court rule. The SC also suspended the enrolment of Akond as a lawyer for next two weeks.

The SC also ordered BTRC to immediately remove the derogatory posts given by Akond from the Facebook and to block him."
http://www.thedailystar.net/city/news/misappropriating-tk-91-lakh-shahed-remanded-4-days-ctg-1976389,2020-10-12 00:00:00+06:00,Misappropriating Tk 91 Lakh: Shahed remanded for 4 days in Ctg,"A court in Chattogram yesterday placed Chairman of Regent Group Md Shahed on a four-day remand in a case filed with Double Mooring in connection with misappropriating Tk 91.25 lakh from a motor parts importer through fraudulence in port city.

The court of metropolitan Magistrate Safi Uddin passed the remand order after he was produced before the court with a 10-day remand prayer, said Assistant Commissioner (prosecution) Kazi Shahbuddin Ahmed of Chattogram Metropolitan Police.

Shahed was brought to Chattogram Central Jail on Saturday from Dhaka.

On behalf of M/S Mega Motors' owner Zia Uddin Mohammed Jahangir, the company's staff member Saifuddin Mohsin filed the case on July 14, accusing Shahed.

Mega Motors alleged in the case that Shahed's Regent KCS Limited embezzled the money through fraudulence from them.

Another person, Shahidullah (60), was also made accused in the case.

According to the case statement, Shahed assured Jahangir that he will manage BRTA authorities to get route permit for three-wheelers (CNG-run auto-rickshaw) of the importer in Dhaka city.

In this regard, Shahed took Tk 32 lakh from Jahangir on January 22 in 2017.

From January 25 to March 5 the same year, Shahed was given Tk 59.25 lakh in total.

Later, Shahed handed over a photocopy of a circular signed by the BRTA chairman to Mega Motors which stated that route permit for 200 CNG-run auto-rickshaws were given to them.

After getting the document, Mega Motors contacted BRTA authorities, and found out that the circular was fake.

""When we realised he cheated us, we told him to return the money but he did not. So, we filed the case,"" said the case's complainant.

Shahed, who made national headlines for providing fake Covid-19 certificates, is currently facing trials in dozens of cases, including for firearms, fraudulence and embezzlement."
http://www.thedailystar.net/city/news/graft-case-two-ex-titas-staffers-get-5-year-sentence-1976381,2020-10-12 00:00:00+06:00,Graft Case: Two ex-Titas staffers get 5-year sentence,"A Dhaka court yesterday sentenced two former employees of Titas Gas Transmission and Distribution Company Ltd to five years' imprisonment for taking Tk 5,000 as bribe from a sweater factory in 2007.

The duo are Md Kamruzzaman Sarkar, former deputy assistant engineer of Demra Titas Gas office, and its technician Md Abdur Rahim.

Judge Shaikh Nazmul Alam of the Special Judge's Court-4 of Dhaka handed down the verdict in presence of Kamruzzaman while Rahim is on the run.

The court also fined them Tk 25,000 each, in default of which they will serve three more months in jail.

The punishment of the fugitive will be effective from the day of his arrest or surrender, the judge added.

Earlier, prosecution and defence completed their arguments and the court recorded statements of seven prosecution witnesses, including the complainant.

According to the prosecution, the two employees on June 14, 2007 took Tk 5,000 from a general manager of Nippon Sweaters Ltd at Chairman Market in Dakkhin Khan for giving connection of a gas line.

But they were caught red-handed while taking the bribe and a case was filed against them with Dakkhin Khan Police Station.

Md Zahid Hossain, an assistant director of the Anti-Corruption Commission, on May 8 of 2009 submitted a charge sheet against the two accused.

The court framed charges against them on September 17 the same year."
http://www.thedailystar.net/city/news/verdict-arms-case-against-papia-today-1976377,2020-10-12 00:00:00+06:00,Verdict in arms case against Papia today,"The judgment in the arms case filed against expelled Jubo Mohila League leader Shamima Nur Papia and her husband Mofizur Rahman Sumon is set to be delivered by a Dhaka tribunal today.

Judge KM Emrul Kayesh of the Special Tribunal-1 of Dhaka is scheduled to read out the judgement around 2pm, Additional Metropolitan Public Prosecutor Tapash Kumar Pal confirmed to The Daily Star.

Earlier, the judge on September 27 set the date on completion of the trial within nine working days.

During their arguments, the prosecution told the tribunal that they have been able to prove the charges against the accused and sought highest punishment -- life term imprisonment.

The tribunal recorded statements of 12 prosecution witnesses, including complainant of the case. The same tribunal framed charges against the couple in the case on August 23.

A team of Rab arrested Papia and her husband -- a former Chhatra League leader -- and their two accomplices from Dhaka airport on February 22 when they were trying to leave the country.

The following morning, Rab raided the house of Papia at Indira Road in Farmgate and recovered a foreign pistol, two magazines, 20 bullets, five bottles of foreign liquor, Tk 58,41,000 cash, credit and debit cards of different banks.

On February 24, an arms case was filed against the couple with Sher-e-Bangla Nagar Police Station.

On June 29, Rab Sub-inspector Arifuzzaman submitted the charge sheet against the couple to the Chief Metropolitan Magistrate's Court of Dhaka."
http://www.thedailystar.net/city/news/detention-4-children-rape-case-sr-judicial-magistrate-apologises-hc-1976405,2020-10-12 00:00:00+06:00,Detention of 4 Children In Rape Case: Sr judicial magistrate apologises to HC,"Barishal Senior Judicial Magistrate Enayet Ullah yesterday offered unconditional apology and expressed grief to the High Court for sending four children, who were arrested in a rape case, to the custody of a child development centre beyond his jurisdiction.

Enayet Ullah appeared before the HC yesterday in line with its orders issued on October 8 night and apologised, saying that his court has no jurisdiction to deal with the case filed against the children, Deputy Attorney General Rawroz MR Chowdhury told The Daily Star.

After accepting the apology, the HC bench of Justice Md Mozibur Rahman Miah and Justice Mohi Uddin Shamim exempted him from personal appearance before this court in this case.

The bench also stayed the proceedings of the rape case till disposal of the suomuto (voluntary) rule issued by this court on October 8, asking the authorities concerned to explain why filing the case against the children and their detention should not be declared illegal.

The HC fixed November 22 for further hearing of the rule, DAG Nawroz said.

Earlier in the day, Abul Kalam, officer-in-charge of Bakerganj Police Station in Barishal, appeared along with the four children and their guardians before the HC bench in line with October 8 directive.

After hearing their statements confidentially, the court also exempted them from personal appearance in the case.

At 9:30pm night on Thursday, the two HC judges operated the bench virtually and directed the Nari o Shishu Nirjaton Daman Tribunal of Barishal to instantly grant bail to four children, who were arrested on October 7 in the case filed on charge of raping a six-year-old in Bakerganj.

In a suomuto (voluntary) order, the HC directed the authorities concerned to release the four children, 10 to 12 years of age, from the custody of a development centre at Pulerhat in Jashore on bail and hand them over to their guardians by that night.

OC Abul Kalam was ordered to submit a report to the SC special officer by 10:30am on October 9 in this regard.

The HC bench led by Justice Md Mozibur Rahman Miah came up with the order following a report broadcast on a private television channel on the incident of arresting the children and ""inhumanly"" taking them to the centre, following rejection of their bail prayer.

The HC judges also ordered Enayet Ullah, who ordered police to send the children to the centre, to appear before the HC bench yesterday morning for his explanation.

The bench ordered the OC to appear before it along with the children and their guardians. It also asked the registrar of Barishal Medical College Hospital to submit the medical report of the victim child to this court.

The Nari o Shishu Nirjaton Daman Tribunal of Barishal granted bail to the children immediately after being communicated with the HC order.

The incident took place on October 4. According to the case statement, the four boys raped the girl in the pretext of playing. The victim disclosed the matter to her mother after she fell sick on Oct 6. Her father filed the case the same day.

Bakerganj police arrested them on October 7 and produced them to the court of the senior judicial magistrate the same day. He rejected their bail petitions and ordered police to send them to the development centre.

The children were handed over to their parents in early hours on October 9 after they were released from the centre in line with the HC directive."
